,score,cluster,review
1413,1.0,2,"솔직히 별 하나도 아까움
케잌은 아주 비싼데 슬라이스(아주 얇게 조금)로 주고
커피도 특별하지 않고
강화도까지 갔는데 특별한 분위기도 없고
심지어 깨끗하지도 않고...
친절하지도 않고...
사람만 많음"
1419,1.0,2,그저그렇습니다
1422,1.0,2,별로예요
1424,1.0,2,일부러 찾아가서 먹는건 좀 아닌듯
1425,1.0,2,맛도별로구요 친절도못느낌
1430,1.0,2,고기는 맛있어요 근데 이모님이 불친절해요
1431,1.0,2,다시는 안가유
1432,1.0,2,별하나가아까운
1438,1.0,2,별루임!
1445,1.0,2,맛은 있는데 종업원 열나 불친절함.... 먹다가 기분나쁨
1450,1.0,2,그냥 낙지 맛
1455,1.0,2,위생이 별로요.
1456,1.0,2,"1. 맛 최악. 달고 짜고 조미료 범벅 혀가 얼얼 자극적
2. 가격 비쌈. 다른 곳에 비해 질이 그리 좋은 것도 아닌데 가격은 30%정도 더 비싼 듯.
3. 현금 내면 음료수 공짜라는데 현금영수증 안해준다네요. 대놓고 그러면 안되는 것 아닌가 생각했습니다.
비추."
1459,1.0,2,보기에는 다르게 가격이 비싼편 입니다.가지수만 많지 실용적이지 못해요ㆍ보기만 좋아요~!!
1460,1.0,2,가격비쌈
1461,1.0,2,맛없음
1463,1.0,2,실망했네요
1467,1.0,2,별로
1468,1.0,2,"가격 착하지 않고
맛도 별로!
비추입니다!"
1474,1.0,2,"맛도없고 정성도 없고 값은 비슷한 수준의 다른집 보다 20%정도 비싸고. 그러니 다른집에 비해서
터무니없이 비싸다는 생각이 들고~~
아무튼 맛부터 플레이팅, 서빙까지
참 불편하고 본전 생각나게 하는 집  !!!

참고로 계절별 특식은 절대 삼가하세요~
저는 연말특식 65,000원 짜리 먹었는데
많이 후회했네요

함께 모시고간 손님도 저도 민망한 분위기
주차는 봉사료 1,000원
아무튼 큰 실망과 다신 가지 말아야겠다는 생각입니다"
1477,1.0,2,"예전에는 맛있고 좋은 가게였는데, 지금은 전혀 아닙니다. 메뉴가 어느 순간 바뀌고 나서 맛도 별로고, 서비스도 별로고, 청결도 별로고 나은게 하나가 없습니다."
1484,1.0,2,불친절하고 가격값못하네요. 절대 다시 갈일 없을것같네요
1491,1.0,2,"이제 배불렀나봐요 맛도 조금 변햏지만  서비스는 기분 나쁠 정도입니다
이제는 안가려구요"
1495,1.0,2,써비스 엉망이고 가격도 비쌈
1501,1.0,2,불친절에  음식  짜고.  !
1505,1.0,2,반찬  대비  전반적느로  드러네요
1508,1.0,2,이런 그지같운 곳을 두번이나 갔다. 비싸고 맛 드럽게 없고 서비스 개떡이라 별 하나도 아까운데 표시 안하면 게시가 안되서 별 표시
1509,1.0,2,음료가 너무 비쌈
1510,1.0,2,"맛이변했습니다
맛없어요"
1515,1.0,2,너무 맛없어용...
1517,1.0,2,불친절 다시는 안가
1528,1.0,2,"맛의 정통성 상실, 친절함도 상실"
1536,1.0,2,최악!!
1539,1.0,2,바리스터 매너 꽝! 쉣
1540,1.0,2,맛이 많이 변했더군요
1543,1.0,2,음식도 그렇고 비싼만큼  돈값 못 함.
1544,1.0,2,가끔 가는 백화점 친절도 가격도 만족못했다
1547,1.0,2,음식은 둘째치고 위생 상태가....별로 좋지 않아요
1549,1.0,2,뜨네기 손니이라서 그런지 회도적고 불친절합니다
1551,1.0,2,별루
1554,1.0,2,"아메리카노 맛없음
이맛도 저맛도아님
물을너무타는듯"
1558,1.0,2,맛업다
1560,1.0,2,"예전엔 가성비 좋았는데,, 이젠 그냥 대형식당 이상이하도 아님"
1563,1.0,2,가끔 가는 백화점 친절도 가격도 만족못했다
1564,1.0,2,별로 후회함
1568,1.0,2,너무비싸요
1569,1.0,2,가격만 올리고 퀄리는 무척 떨어진곳
1570,1.0,2,맛집이라 알고 갔는데 너무 맛없었음ㅡㅡ
1571,1.0,2,창렬
1579,1.0,2,이 정도면 삼박자 완벽. 불친절. 고가격. 무미. 끝!
1580,1.0,2,가격은 비싸지고 양은적어졌음
1582,1.0,2,맛이 그닥
1584,1.0,2,맛이 별루에요~
1588,1.0,2,"첫오픈시에는 음식도 맛있고 직원분들이 친절했어요. 근데 시간이 지나니 음식맛이 들쑥날쑥...같은 음식을 시켜도 맛이 다르더라고요 셰프가 매일 바뀌시는듯...그리고 맛도 음...
매니저분도 별로고...이제 안가요"
1589,1.0,2,별루...음식값 대비
1593,1.0,2,별루 안좋아
1598,1.0,2,별루
1600,1.0,2,음식도 형편없고 반찬도 먹믈것이없으며 써빙또한  형편없었어요 두번은 가고싶지않아요
1602,1.0,2,"가격이 넘 비싸네요 또한 옛날처럼 맛도 없고
돈벌더니 초심을 버림 ㅜㅜ"
1604,1.0,2,맛없음
1607,1.0,2,"어지간함 리뷰같은거 안쓰는데 쓰게 만드네요

양도쩍고 가격비싸고 고기맛도없는데 종업원들도 불친절하게 잘먹고 갔습니다. 다신안갈려고요 12000원 돈주고 차라리 짜장면 두그릇 사먹는게 훨 나을듯. 별 한개도 주기 아깝습니다 ㅡㅡ"
1617,1.0,2,나름 갠찬아요..
1618,1.0,2,별 하나
1621,1.0,2,너무 정신없이 바쁘니까 별로 맛은 모르겠어요
1625,1.0,2,불친절함
1628,1.0,2,별로에요
1631,1.0,2,가지마 비싸 맛도 없어
1638,1.0,2,스끼다시 종류는 많음
1639,1.0,2,별로....
1640,1.0,2,"가격이 좀 비쌈
나물 반찬은 좋네요~"
1641,1.0,2,"겁나 많은 양에 1인1메뉴..
맛은 그닥 양은 상상초월
미식가는 비추
조상 중에 굶어죽은 귀신 있는 분은 강추"
1642,1.0,2,별로 맛 없어요
1646,1.0,2,커피는 맛나나 직원 굉장히 불친절
1648,1.0,2,더럽고 불친절
1649,1.0,2,맛없어!
1651,1.0,2,별루!
1652,1.0,2,"너무 불친절해요
그리고 너무 장사속입니다
다시는 가고 싶지 안네요"
1657,1.0,2,별로
1661,1.0,2,별루
1663,1.0,2,소문에 비해 맛도 별로인데다 불친절은 만점을주고싶네요
1664,1.0,2,비싸고 내용없슴
1665,1.0,2,"맛은 그럭저럭....  사장및 직원들,, 모두 한결같이 불친절함.  다신 안갈것임..."
1666,1.0,2,"예약손님이우선?
가격대비 별루.."
1670,1.0,2,"가성비  비쌈
,"
1673,1.0,2,음식맛~별루인듯싶네요
1681,1.0,2,정말맛없다
1684,1.0,2,완전변로
1689,1.0,2,맛없어요
1693,1.0,2,너무 자극적인 맛
1696,1.0,2,생각보다 별로
1698,1.0,2,맛없음
1705,1.0,2,맛없음
1706,1.0,2,서비스에 비해서 가격이 너무 비싸요 다시 가기는 힘들거 같습니다.
1707,1.0,2,서비스 제로!!
1721,1.0,2,맛이 없다
1722,1.0,2,"매우 불친절한곳
여사장마인드가 완전별로임 그냥 음식팔면 끝인 그런집..
음식사먹고 이렇게 기분나빠보긴 첨이네요"
1724,1.0,2,별루임
1726,1.0,2,"두부 전문점 답지않은 맛 13,000원 아까움"
1732,1.0,2,"계산할때만 친절한척함...
다보임...졸라 안친절한데
돈받을때만...."
1741,1.0,2,"가격대비 양도 적고 맛도 없고
그렇지만 아름다운 풍경과 꽃이 있어 용서되는곳"
1746,1.0,2,"별 하나도 아까운 장소, 식당주인분이 엄청 불친절함."
1750,1.0,2,몇년전에 비해 음식질과 친절도가 많이 떨어지네요
1752,1.0,2,한약국... 같은 맛....
1753,1.0,2,맛 없어요
1758,1.0,2,불친절합니다
1759,1.0,2,별루
1767,1.0,2,기다리기만 1시간 맛은 별로에요
1771,1.0,2,맛은 보통. 직원이 불친절하고 기본 접대 개념이 없음
1774,1.0,2,가보고싶어요
1778,1.0,2,비용대비 맛 별로
1780,1.0,2,별1개
1784,1.0,2,"진짜 너무한다 너무해 냉면도 맛없고
떡갈비 녹두빈대떡 진짜 맛없다 싼가격도
아닌데 맛이 없어도 너무없다 별하나도 진심
아깝다"
1788,1.0,2,먹어본 식당음식중 최하
1789,1.0,2,밑반찬외 먹을게없음요
1790,1.0,2,"맛 그냥저냥 싸니깐 냉면이 냉면이 아님 미지근함 얼음도 안넣어주고 냉육수도 안줌~ 서비스도 꽝
별하나도 아까움"
1796,1.0,2,"술마실분위기는 좋으나 맛은 그닥. 닭꼬치 너무 질기다.
개인적으로 테라생맥은 테라가 아닌맛이였다."
1798,1.0,2,별로
1802,1.0,2,맛없음
1803,1.0,2,생각보다 별로임
1808,1.0,2,맛이  😥😥😥
1809,1.0,2,고기 질이  형편없는 곳  다음부터 안가면 그만
1810,1.0,2,홀서빙 아주 불친절함
1811,1.0,2,점점불친절해지는느낌이드네요
1812,1.0,2,가격대비 실망..비추천
1819,1.0,2,서비스가별로인든
1823,1.0,2,두번은 가고 싶지 않은 밥집...
1828,1.0,2,비싸요
1829,1.0,2,"가격도너무 빛싸고 가격에비해  너무 음식도별로였네요
돈 아까웠어요"
1832,1.0,2,친절
1840,1.0,2,별로
1844,1.0,2,맛없어요
1848,1.0,2,"맛 없어요.
가격은 인상되고. 해물은 줄고. 더이상 먹지 않겠습니다."
1851,1.0,2,음식 종류도 많지않고 맛이별롭니다
1854,1.0,2,별로에요
1861,1.0,2,"별주기도 아까운곳...
내돈내고 먹는데 아깝다고 느끼는곳
음식 갔다주는 것부터 벨누르면 기본 2~3번 눌러야 겨우 뭐시키냐고 오는곳..."
1863,1.0,2,직원들도불친절하니 음식도 썩 맛이 없었어요..
1869,1.0,2,별로
1871,1.0,2,맛. 값 윽~~~ 쓸 가치가 없다
1874,1.0,2,맛이었다  먹지마세요
1875,1.0,2,불친절해요
1876,1.0,2,별로요
1877,1.0,2,보리굴비 맛 별로잉
1879,1.0,2,맛이아니네요
1880,1.0,2,"가격대비  맛 제로
만두피가 너무 두꺼움
이 정도 가격에 이 맛이면 홍릉쪽에 가시면"
1882,1.0,2,직원들이 손님들이 많아서 그런지 전체적으로 불친절하고 퉁명스러움 그래서 그런지 맛도 별로라고 느껴짐 앞으로는  다시 올일 없을 듯
1884,1.0,2,"주변 자연환경은 좋지만, 커피도 빵도, 직원들의 서비스도 모두 좋지가 않다."
1886,1.0,2,완전 맛 읍으요
1888,1.0,2,반찬이 없어서
1891,1.0,2,가격대비 정말 별로였음 룸도 비용을 받는데 이건뭐 창고느낌임
1893,1.0,2,쏘쏘입니다
1895,1.0,2,"별로... 맛 보통, 서비스 별로."
1898,1.0,2,뷔페 음식 최악
1905,1.0,2,맛나요
1909,1.0,2,"2년전에 갔을땐 3만5천원가격이 아깝지 않을정도로 맛있었는데, 이번엔 돈이 아까울 정도로 음식의 질과 맛이 떨어졌습니다."
1910,1.0,2,닭강정 별로였다
1911,1.0,2,비싸
1917,1.0,2,다시 가고 싶지 않아요 너무 지저분하고 음식 맛도 없어요
1921,1.0,2,별루 안좋음
1922,1.0,2,우와 비싸다
1923,1.0,2,제빵소인대  빵이  별로.ㅜㅜ
1928,1.0,2,"맛 없어요
양도 적고요"
1929,1.0,2,맛이조았읍니다
1930,1.0,2,수제차 가격에비해 너무 싱겁고 맛이별로네요
1932,1.0,2,방송도 나오고해서 오랜만에 찾았는데 가격대비 맛은떨어진것같다. 고기가 퍽퍽하여두번은 가고싶지않음
1933,1.0,2,별로맛이없음
1942,1.0,2,돈 값어치 못함
1943,1.0,2,진짜. 별로
1946,1.0,2,단체 수용소 ㅠㅠ 맛이나 서비스 기대하면 안됩니다.
1949,1.0,2,그닥~~~ 블러그를 너무 믿었네요
1952,1.0,2,서비스도 별로구...칼국수도 맛도 그렇고..파전은 그냥 밀가루전이네요
1956,1.0,2,별루임
1959,1.0,2,"음식은  집에서 먹는 맛이 나고요.
식당환경은 오래된 느낌이 나요.
양도 많고,친절하지는 않아요."
1965,1.0,2,예전만 못하네요  값은 올렸는데  맛은 떨어졌어요ㅠㅠ
1969,1.0,2,"별로야,가지마세요"
1978,1.0,2,나는 돈 내고 절대 안 먹어
1983,1.0,2,어복쟁반 최악..다신 안감
1990,1.0,2,맛 없음
1992,1.0,2,바쁘셔서 그런지 퉁명하고 화나 보이심. 맛은 평범.
1994,1.0,2,별로 맛없네요 제 입맛은 아닌듯
1995,1.0,2,쉐라톤 딸기부페 맛 없어요. 두 번은 안 옵니다. 가격대비 창렬해요
1996,1.0,2,여긴 최악... 음식도 청결도 분위기도..
1997,1.0,2,최악
1999,1.0,2,서비스 친절도 제로
2006,1.0,2,맞없음
2007,1.0,2,"예전맛이 아님
면발도 양념도 육수도"
2008,1.0,2,존나맛없음 불친절
2009,1.0,2,가격대비  부실하네
2010,1.0,2,다시한번 찾아서 먹고 싶지않은곳. 비싸고 불친절하고
2015,1.0,2,가격대비 별로
2016,1.0,2,서비스 안좋고 양도 적고 돈낭비만했네요
2017,1.0,2,고기가 별로임 질겨요
2018,1.0,2,맛  없슴
2027,1.0,2,최악
2030,1.0,2,"종업원들이 너무시끄러워서 불안해서 식사하기 좀뭐하네요
맛도 별로 굴에서약간 석유맛이나기도...비추천입니다."
2031,1.0,2,"정말 맛없음.
특히 새우요리 완전 꽝"
2037,1.0,2,"엉망이었어요
가격대비 정말로~~
두번은 가고싶지않은곳"
2044,1.0,2,별하나도 아까워~~무슨냉면가격이 그리비싸고 여자사장님  서비스정신 그리없으신지요? 반찬더달라고했더니 셀프라고 그리퉁명스럽게하시는지?
2063,1.0,2,"친절 제로
음식 제로
두번다시안감"
2064,1.0,2,가격대비 음식이좀부실함
2065,1.0,2,종업원이 최악이었음 다시는 안갈듯
2069,1.0,2,고기냄새나요
2072,1.0,2,별로
2074,1.0,2,"가격대비 먹을것이 없음
비쌈"
2082,1.0,2,최악
2084,1.0,2,빵점  - 점 다시는 안감
2085,1.0,2,진짜 맛이 별로에요 차라리 다른 고기 나 해물 뷔페로 가는게 나을듯합니다.
2088,1.0,2,가격대비 맛은 거다지...
2089,1.0,2,가격대 품질이 떨어짐~
2090,1.0,2,가격대비 음식이 별로임
2091,1.0,2,블로그 상의 평가와 다르게 맛이 없고 불친절하며 청결도가 떨어짐
2092,1.0,2,.별루 ㅠㅠㅠ
2105,1.0,2,예전보다 서비스가 별로인듯
2106,1.0,2,"1년전에는 맛있고 서비스도 좋았는데
다시가보니 별로네요.
서비스도 별로네요 직원부르면 귀찮다는 듯이 대꾸해주고 눈치 줍니다...
고기질도 별로고 그냥 재방문의사 없습니다."
2111,1.0,2,.별루 ㅠㅠㅠ
2113,1.0,2,인테리어는 그럴싸했지만 비싸고 부실함
2117,1.0,2,"ㅎㅎ 넘,, 비싸~~ 가성비,☆로"
2125,1.0,2,맛이 최악이네요..
2127,1.0,2,상차림비가 넘비쌈..다신안가요
2128,1.0,2,비린맛이남
2129,1.0,2,"엄청 불친절하고 고기도 퍽퍽하고
비싸고 다시는 가고싶지 않은
아주 거만한 식당 이네요"
2130,1.0,2,냉면이 너무 비쌈
2134,1.0,2,"가격에비해.거리도먼데.음식맛은  영 아니다.
수도권보다 못하다.진짜 실망."
2139,1.0,2,양 겁나 적음 ;
2140,1.0,2,고기진짜맛이없음
2143,1.0,2,별로
2153,1.0,2,불친절
2157,1.0,2,"별로임 삐끼질 심하고 걍지나가면 인상험악해짐
무서움 가격도 안싼데 맛도 별로임"
2158,1.0,2,별로
2159,1.0,2,짜장이 너무 되요 별로
2160,1.0,2,책상에 먼지 많음. 비위생적. 불친절. 맛은 동네 갈비탕. 가격은 비쌈.
2164,1.0,2,가본적없음
2167,1.0,2,"가격이 올랐어요
차라리 낙지 먹지요"
2168,1.0,2,별루
2170,1.0,2,공기밥 한그릇가격이오천원!!너무비싸게 받는거아닙니까!!
2172,1.0,2,별루
2175,1.0,2,대체로 비싸고 식당에서 기다려도 음식이 안나와 물어보니  우리음식이 다른곳에 가서 안나오는 등 서비스가 최악이예요
2177,1.0,2,별하나도 아까운
2180,1.0,2,그냥 이질감
2181,1.0,2,예전맛이 안나내요~ㅠㅠ
2186,1.0,2,서빙 엉망에 맛도 딱히.. 비싼값도 못함
2190,1.0,2,비싸기만함
2193,1.0,2,음식이 비싸고 맛이별루다
2197,1.0,2,생각보다
2201,1.0,2,"비싸기만하고 오리통구이 노노
정말맛없어요"
2202,1.0,2,"장어와 밑반찬은 좋습니다
직원 응대는 개차반"
2203,1.0,2,글쎄?
2205,1.0,2,형편없는 반찬!
2206,1.0,2,대체로써비스안좋음
2207,1.0,2,가격대비 서비스 형편없음. 직원 불친절
2209,1.0,2,맛이 제로요
2210,1.0,2,별루임. 전반적으로 청결하지 못한 느낌.
2213,1.0,2,"먹을꺼리가 그닥
맛도 그닥~"
2217,1.0,2,아줌마 카운터  서비스 기본이 없음
2218,1.0,2,"맛도 서비스도 별로입니다.
그냥 남한산성 안에 있으면 장사는 웬만히 되는거 같네요.
그저그랬던 식당.
사장님 약속도 잘 안지키심
2층 독채로 주고 다른손님 안받기로 해놓구서 계속 손님 받음.
별로였네요."
2219,1.0,2,별한개도 아까움
2223,1.0,2,맛없다
2227,1.0,2,프렌차이즈 냉면. 수육도 별로
2230,1.0,2,가격만 비싸고 불친절함 비추
2232,1.0,2,"앞에 빵집 카페 커피가 리얼 맛없어서 여기로 와는데... 맛이 똑같네  얼마한다고 아메리카노 원샷때리는지  그냥 물맛임 커피도 아니여
커피향나는 물 재방문 의사없음 주차땜시놨는데 커피맛때문에 빡침"
2233,1.0,2,"맛이 있지않네요..
체인이어서 갔는데.. 두번은 안올것 같아요..
사람이 왜없는지 알겠어요.."
2238,1.0,2,별 맛 없어요
2241,1.0,2,맛그닥
2242,1.0,2,맛이 넘 없고 ㄷ텉텉해요
2245,1.0,2,그전같지않내요 맛이
2247,1.0,2,"너무 옛날 맛임
심심한 맛"
2250,1.0,2,별로임 맛 없음
2251,1.0,2,맛없어요
2255,1.0,2,그놈이 그노아다
2260,1.0,2,소문만큼은 아니네요.
2261,1.0,2,그다지 친절하지 않네요.
2262,1.0,2,별로
2265,1.0,2,별로...소문만 요란...
2267,1.0,2,"서비스 형편없음. 알바 불친철. 음식 느림.
왜 유명한지 이해안됨.꼭 주인없는 식당 같음."
2269,1.0,2,맛없응.
2273,1.0,2,싱겁고 맛이 없어요 ㅠㅠ
2274,1.0,2,바싸고 맛없음
2277,1.0,2,가성비 을
2278,1.0,2,조미료맛 너무 심함.. 줄서서먹는건 정말 이해할 수 없다
2280,1.0,2,"그냥 기사식당 갈치찌게는 두조가에 2만원
비쌈.."
2282,1.0,2,소문만 무성
2287,1.0,2,불친절하나 맛은 그런대도 괜찮음
2289,1.0,2,가격대비 메뉴가 별루네요.....
2293,1.0,2,서비스와 위생이 최악
2297,1.0,2,맛이 매번다름
2300,1.0,2,맛없고 비싸다.
